rating,review-title,Comments,Label
6,Ranbir Kapoor Aces as Ranvijay Singh In This Toxic Crime Drama !!!,"Having craved for his rich father's (Anil Kapoor) love and attention all his life, an unhinged Vijay (Ranbir Kapoor) gets obsessive and violent when his dad is attacked. Seeking revenge and hunting down the conspirators become his only aim. Picture Godfather on steroids, devoid of its psychological tension.Blood is thicker than water according to the film's protagonist. The safety and unity of family is sacrosanct no matter how twisted the relations. We are even led to believe that dysfunctional is better than broken.Through an exhausting runtime of 3 hours, 21 minutes, comprising extreme bloodshed, testosterone and blatant misogyny, writer-director Sandeep Reddy Vanga, known for his controversial statements and thoughts, glorifies the alpha male once again through his Godfather-esque tale.When his father is shot, Vijay declares himself as the 'man of the house' and takes matters into his own hands. He assures his father that he'll safeguard their steel empire and family's legacy but revenge first.Despite anger and daddy issues, he has an active love life. He seduces Geetanjali (Rashmika Mandanna), through his toxic macho traits and erratic, inappropriate humour. ""Don't call me bhaiyya. I don't have brotherly feelings for you."" He compliments her childbearing hips and like Christian Grey, whisks her away in his private jet for some high-altitude dom/sub love making. ""You were the bottom, you didn't have to do much"", he comments after. He even expects her to forgive his infidelity because she forgives his other crimes anyway. ""Aap log mahinay ke chaar din pad badalne par bolte ho, main din mein chaar baar pad badal raha hu"", he argues post an injury, questioning women's right to complain about period pain.Pop culture has often glorified bad boys. There's always something attractive about people who refuse to toe the line. Vanga takes this romanticisation a bit too far. Even as his take on women and violence unsettle you immensely as a viewer, those are his preferences for a protagonist as a director, and he is free to have them. The bigger issue is the lack of purpose in the story. His gun-wielding angry young man comes across as a rebel without a cause.Cocky, broken, and problematic characters can be celebrated if they have a reason strong enough to explain the mayhem, if not justify. Vijay has none and in the absence of it, Animal ends up as all swag and no substance derailed family drama. What is fuelling his fire and the rage within? The father-son discord that forms the crux of the story itself stays unexplored. Barring Ranbir, the story barely invests in other characters, turning them into silent spectators, including the very talented Anil Kapoor and Bobby Deol. AK is excellent in the confrontational scenes and Bobby looks menacing, but both have very little to do. Women are submissive puppets. Mandanna's Hindi dialogues are harder to comprehend than the film's intention.'Animal' relies heavily on Ranbir Kapoor's talent and stardom. His raw sex appeal and unmatched intensity are the film's highlights. One of the finest actors of this generation, you find yourself trapped in his troubled mind as his blood-soaked eyes seethe with rage. Uninhibited, his ability to become the character he plays, shocks, stuns, and draws you in each frame. RK lends that dangerously unpredictable quality to this deranged character and aces it especially in that Vaastav-like crucial climax scene. He deserved a better script to match this level of performance.Ranbir Kapoor can be Joaquin Phoenix but Animal's no Joker. This entire film could have just been a conversation between the father and his son.",negative
1,Give negative rating if options given I will give negative,Worst movie I have ever seen in my life . Giving wrong msg in society excess sex content violence and no place for real emotion.actully there is no story they can start from anywhere anytime it's not a movie it's a flop Drama .This movie should be banned it's inappropriate for anyone to watch such content failure in censor board too.one should made movie to give good msg to social harmony not to just spread hate and violence along with sex which is not working.We can say that no one should watch this movie as it's waste of time and I want to make request to government to dissolve the censor board which passed this movie.,negative
10,Mind Blowing !!,"Great performance, great story.Bollywood is only known for love stories worldwide and this movie has shown the world that there is a lot more in Bollywood other than just love stories.This movie is going to change the face of Indian cinema worldwide.What a performance from each and every actor in this movie, from action to affection and love to obsession everything is covered in this masterpiece.Sandeep reddy has shown the world a new Bollywood. This movie is going to rock the world and Ranbir is going to be the next king of Bollywood.Everyone should watch this movie with an open mind.",positive
3,not so good in this movie there is no story. only fighting scene are good but have no good story,Movie start is so good but after there is no story it is just like a some cheap webseries where everything is happening unnecessary and do frequently. No good story of this movie.according to acting that was supreb ranbir kapoor looks and his character and acting is so supreb and songs are too good. Movie 1st 1hour is so good and excites you but after that there is no story in movie its look like they just have to complete the movie duration so they added different character frequently in movie and change the movie message that we are going for and that they show us in first half of the movie.,negative
7,That one for HardCore Violence Lovers!,"Soon after getting released in the theaters, I went for this movie because of it's powerful casting, direction, music and of course promotions of social media platforms. After coming back from theatre I searched for various critics as well as public opinions regarding this movie and surprisingly it came up with a mix response from both sides. But again I waited for it's OTT release just because I heard that it will come up with additional 15-20min from the theatrical version, but disappointed by the latest norms over Movie to OTT. So I haven't went for it once again because this movie is kind of One time Watch for me and I'm not gonna spend my 3hr20min again for this movie.The plot is basic and simple but not in chronological order, so you have to pay attention to it's timeline.. The best part of this movie is of course Ranbir Kapoor's ACTING along with 15min but important cameo of Bobby Deol, that one Top Notch for sure! The Music.. wow.. I just Fallin Luv with it especially the way they designed and plotted Arjan Vailly song.. The Cinematography is extremely good and of course the direction is also superb.. The Negative point about this movie is - it's quite illogical action revenge kind of story just emphasizes on pure violence, s*x, male dominance, no consequences of open murders and so on.. Story could have been little bit more realistic, but again it's a mass entertainer so I can digest that.Overall movie is pretty much lengthy but extremely gripping in the 1st half, in the 2nd half its loose it's shape a little bit and soon after the entry of Lord Bobby again it's fast paced and gripping. Definitely a pure adult genre movie and not recommend at all to watch with family . And I will go with 7 Out of 10 Stars for it..And in the end.... Don't miss the climax and post credit scene... I will wait for gruesome Animal Park for sure!!!",positive
10,We don't deserve such movies!,"If made in Hollywood by Tarantino, people would have gone gaga about this movie. But Indian audience is just focus on one aspect.. treatment of women.C'mon we all know this guy is just sick, his actions are not of a normal person (Hence, Animal) and I personally do not support this, but this guy is not me.Yes the movie is bit lengthy, could have been 30 mins shorter. The entire movie is super intense and keeps you engeged.I believe, directors vision was to show the extreme dark side of the main chracter, and i believe he was exteremaly successful in the same. You can feel it by people's strong reactions to this movie.Wonderful acting by Ranbeer and Rashmika, Tripti got fame because of the intimate scenes but her acting was sub par.Anil Kapoor's talent was absent from the movie as his cheacter was from his son's life.Bobby Deol, short, punchy and brilliant.This was truly a Sandeep Reddy Vanga movie and hats off to him to create and visualize something like this.I am sure people bashing this movie will find Indian classics from 60s and 70s more misogynistic than this movie and yet we enjoy those with our familes.",positive
8,"Ranbir Kapoor preaches dominance in this wild, unhinged & blood soaked rampage of an obsessed son with umpteen shades of gray","Animal is an unapologetic display of cinematic brilliance which by far will be the most polarising film of the year. Witnessed absolute carnage when the insanely choreographed interval block comes. Worth your money. Vanga's book of filmaking is certainly defies Indian School of filmaking as it breaks all stereotypes and challenges the critics with a more wierd and lunatic approach. A father son bond carved in blood, an obsessed son seeking the only validation from his father, power hungry dynamics within the family and conflicting relationship of the protagonist with his wife serves the core of the film. In short, Ranbir embodies the character by heart and delivers a riveting performance for film schools to make a case study of. Sandeep Reddy Vanga restablishes himself as director who defies all odds and keeps no stone unturned when he adds the grays to his lead characters. While the film shines because of the leading man Ranbir, exceptional music and the 2 stylishly choreographed action set pieces and obviously the meticulously written dialogues. What's dissapointing is the underdeveloped antagonists and a stretched husband wife dynamic which stretches a tad too long.PerformancesWhen Vanga said this is what violence means, we never expected this much mayhem. Ranbir Kapoor has outshined every other actor in the fraternity with this haunting and consumed characterisation. His dialogues, multiple looks and rage is a force to reckon with. Rashmika however trolled she might have been , she is quite formidable in scenes she had to deliver. There is a serious problem in her Hindi diction which may have affected her performance a bit. Anil Kapoor exceptional as he also presents vulnerability and disagreements when required. The heartbreaking fact is the Lord Bobby is criminally given less screen time and that will be debated by everyone. His screen presence is just terrorizing for the spectators. Missed Opportunity. Tripti Dimri is magical onscreen. Wished she was Bhabhi no.1.Music and Background ScoreThe music is given by Vishal Mishra and Manan Bharadwaj. They have literally given gems as songs and the integration of the songs is extremely surreal. Credita to Vanga , being a Telugu speaking Director has got this on point. Be that a hardcore Arjan Vailly during the Interval block, a mesmerizing Hua Main , a resonating Papa Meri Jaan or the love song of the year Pehle Bhi Main. Each song and beats during the dramatic turn of events is magical and adds a crucial part of the screenplay.Questionable Glorification of A CriminalIn Vanga's world , ethics and morality have always been the backbenchers. He writes obsessive characters whether its Kabir for Preeti or Vijay for Balbir, there is no right or wrong. While the obsession to safeguard his father is justifiable to some extent, the dominating and edgy dynamics between Ranbir and Rashmika is something not easily digestible. There is a sense of wierdness which Vanga loves to introduce which is voluntary. He knows moments which will trigger critics, audiences and help create more buzz and debates which eventually helps in box office footfalls. Vanga is a smart man. The writing is brilliant except some underused chacaters, while many may not share the same feeling as me , the dynamics of power leading to all the chaos is rightfully justified.Watch or Not?The film is a ticking time bomb, which has everything you have not expected from a Bollywood film. Breaks every stereotype unabashedly courtesy Vanga Sir. If you are a person who gets easily triggered, or has set standards how far a film's scenes are limited to, have allergies seeing bloodshed then stay away from this. If you are a Vanga fan, Ranbir Fan or a fan of unique storytelling without getting influenced then Animal deserves your time. Our country is filled with emotionally weak individuals and cinema has a lot of influence. The tone of the sexism should always be in check when you cater to such large emotional audience. I am afraid if people will draw inspiration from Ranbir's character instead of just watching it for entertainment. That will be a loss for Indian Cinema. Watch with care.Instagram & X : @Streamgenx.",positive
6,"It's poison. But, may be we were already poisonous?","The flaws of the film are quite clear. The director isn't even making an effort to hide them. He embraces them. A few minutes into, you understand that there is going to be a lot of nonsense. And that gives the director a lot of freedom. He doesn't explain anyone's actions. No format. No coherent storytelling. An hour into, things start making sense relatively and gradually get better. In parts, the movie runs conversations in Telugu, Panjabi and Marathi with no subtitles. That's how carefree the director is. That's something to appreciate.The protagonist is not a hero but instead a villain. The title clarifies it enough, but we can't. Maybe we should change our expectations from the formulaic format. Whatever! The movie was exciting, and the success speaks about it. It is one of those films where we change our opinions. We might have felt leaving the theatre but don't be surprised if we end up watching it again. It's poison. But maybe we were already poisonous?",negative
5,Animal was not up to the mark movie,"Ranbir Kapoor looks very good in this called animal. The best surprising actor was Sachdeva who played the brother of Boby deol. He must be praised for his acting Anil Kapoor looks good in the movie. The most beautiful Rashmika Mandanna looks very very beautiful. In this movie chemistry between Ranbir and Rashmika looks really good. Movie pace is very very fast, if you look at your mobile for five minute during the movie you cannot catch the movie again. Overall I found the movie is okay. Okay not very very good. The hype for the movie was made very very high. I can give only five star to this movie because it is only that.",negative
4,A huge step down for SRV,"ANIMAL's runtime, as stated by the CBFC certificate, is 3 hours and 23 minutes, and I kid you not, I wasn't invested in the film even for 23 minutes. The story is so predictable that even a kid could guess what's going to happen next, and it's stretched so much because of unnecessary fillers completely irrelevant to the plot, that after a while the film becomes an endurance test. Seriously, you can chop half of the scenes, and the film would still be the same. The story jumps back and forth multiple times, and the transitions feel so jarring that you really wonder whether truly SRV directed this film or not.This film is vulgar, crass and problematic, but I can forgive all that, not because I am some misogynistic alpha psycho, but because it's a story of a deeply flawed character and the story is told from his POV. Even looking through this angle, the film becomes tough to watch in various moments where the writing reeks of toxic masculinity and women are treated with utter disrespect, and as mere objects meant to be acquired or disrespected, without much authority over themselves. (And then you realise that you are watching an SRV film and that's how women exist in his films.) It's not the obligation of any film to educate the masses or give them moral lessons. If you're imparting some good message through your films, then good, but it's not the duty of any art. That's why I am not going to comment on the social implications of the problematic things shown in the film, as the audience is smart enough to differentiate between reel and real. Also for god's sake, it's an A rated film, what're you expecting, a Disney musical? But what I can't forgive in this film is how boring it is. Not going to lie, this film gave me a headache, purely because of how little happens in the film and how unnecessarily long it is. The film sells you a narrative about the emotional conflict between a father and his son, and that's the driving force of the plot. But the core issue is never aptly explored, and was resolved in a laughably bad manner. Utterly underwhelming!",negative
10,One of the best Bollywood movie,"""Animal is a cinematic gem with Ranbir Kapoor delivering his career's finest performance. The background music and songs create a wonderful atmosphere, enhancing the overall experience. The movie is not just a hit; it's a blockbuster, thanks to the brilliant performances from the entire cast. Under Sandeep Reddy Vanga's top-notch direction, Animal stands out as one of Bollywood's best offerings, weaving a compelling narrative that captivates from beginning to end. Kapoor's stellar acting, coupled with a captivating soundtrack, elevates it to a league of its own. The ensemble cast's brilliant job adds depth to the storyline, making Animal a memorable and top-tier Bollywood movie.""",positive
9,Loved it,"""Animal"" ventures into uncharted territory for Bollywood, embracing a Tarantino-esque style with a distinct desi flair. The film unfolds with a pulsating energy, reminiscent of Quentin Tarantino's signature vibe, yet uniquely embedded in Indian cinema. While the storyline may not be groundbreaking, the movie compensates with stellar performances from its cast. Shakti Kapoor's return adds nostalgic charm, and the eccentricity of the main character injects a refreshing dynamism.The film's true standout is its cinematography, skillfully capturing the essence of each scene. From intense confrontations to laid-back moments, the visuals create a compelling atmosphere. Despite a somewhat lackluster narrative, the movie's entertainment factor is undeniable. If you're a Tarantino enthusiast, the desi twist might be a delightful surprise. The actors' commendable portrayals elevate the viewing experience, making it a must-watch for those appreciating strong performances.While ""Animal"" may not appeal to everyone due to its unconventional style and narrative shortcomings, its strengths lie in the execution. The fusion of Bollywood and Tarantino influences might be an acquired taste, but for those willing to embrace the blend, it promises an engaging cinematic experience. In my opinion, the film's unique approach, commendable acting, and striking cinematography make it a worthwhile addition to your watchlist.",positive
1,Complete waste of time and money,"Movie is not even worth writing a review. Completely unreal and utter rubbish. Not even a single thing was worth reviewing or watching. Violence was beyond imagination. Out of this world sex scenes like honeymoon on a plane with autopilot was a complete failure. All in all, total failure. If you want to waste your time and money you are more then welcome to go and watch it. There is only a one liner story which is revenge and to stretch that, you were tied up to watch a 3 odd hour movie. I wish there was a fast forward button in cinema. Avoid at all cost. If have to watch at gunpoint, watch at home.",negative
7,Vanga Monsterclass,"I was in 2 minds on whether to watch it Animal in the theatres. While the teaser was exciting, (especially Bobby Deol's bit), the trailer kind of seemed to reveal way too much about what the movie would be about. The plot seemed very basic from whatever that we could see in the trailer. I was not really a big fan of the movie Arjun Reddy despite some raw filmmaking. I waited a few days for some reviews and of course the movie has collected a lot of polarizing opinions. But I decided to go and check what the hype is all about anyway, plus I was really curious to see Bobby Deol's maniac role.The movie is self-centered around Ranbir's character and while I was about to mention the name here, I am taking it back. One has to just see it themselves the way that is revealed in the movie. The character name reveal is a genius move and you really got to give credit to the dialogue writing up until that point to keep the lines in such a way that they do not need to reveal the name. The initial few minutes of the movie kind of look like Sanju and plays like a biopic. There is also a bit of non-linear screenplay before the interval just to build the suspense up. Then comes a long and expected interval block with a noisy action sequence. Despite it being way too over the top, Sandeep Reddy Vanga makes it an entertaining watch. Post-interval, the movie kind of takes a pause to explore Ranbir's family dynamics which kind of feels a little too much. Post Bobby Deol's character introduction, the movie picks up the pace and adds sub plots before reaching the climax. Majority of the reviews and opinions called out the second half being a letdown, while I feel some parts of it did, the climax made up to it. The Climax Fight is a treat to watch with a very interesting song selection and of course the monstrous performances of Bobby and Ranbir.Animal's strength is in its unconventional, over the top, loud and unapologetic narration. Sandeep Reddy Vanga has definitely walked on a very thin ice and has successfully taken this risk. He has been greatly supported by his actors and different music directors. This movie could almost be just another revenge saga if not for its narration and the way it explores different relationships. While the promotion is about the movie exploring father-son relationships, I personally feel it is more than that. I feel that the husband-and-wife relationships and conflicts between the leading pair offer more than the father-son relationship which is in a way is supposed to be the main plot.Ranbir Kapoor devours the character like an animal he is. He shows again the different shades that he can bring which we saw in Sanju but in a more raw and maniacal way. Rashmika Mandanna has put in a strong performance as well but at times her switch of Hindi accents is noticeable. I personally feel that Anil Kapoor's character isn't as strong as it should be. It is definitely Lord Bobby Deol who walks away with one of the best antagonist performances of 2023 despite having very little screentime for a movie which is quite long. His character could have been explored better. Tripti Dimri shines both physically 😉 and emotionally in her small role. Special mention to Saurabh Sachdeva who suits a very cunning and evil character. Also, the actors in the Punjabi brotherhood add to some of the lighter and heavier (in terms of action) moments in the movie but at times their characters feel a bit too overcooked.Animal is one of the daring experiments in terms of filmmaking despite having a thin plot. It is definitely not for everyone. The movie makes you laugh, laughs with you and at times even laughs at you. Sandeep Reddy Vanga definitely delivers on his promise on the violet film in a very unconventional way.",positive
2,"""ANIMAL"": More Marketing Hype Than Movie Magic","Critical Review of ANIMAL
While the film ""ANIMAL"" has garnered significant box office success, it's crucial to critically examine its merits and flaws. Here's a breakdown of your concerns:
Unrealistic Narrative:
The film deviates significantly from real-world scenarios, portraying a world devoid of law and order. This lack of grounding makes the narrative feel implausible and even exploitative.The time shifts within the film are poorly executed, further confusing the audience and hindering their engagement with the story.A character with a heart condition miraculously recovers and engages in strenuous activity, defying all medical logic and stretching audience credulity.Marketing Hype:
The film's marketing campaign, heavily reliant on social media, appears manipulative and excessive. This fabricated hype creates a false sense of popularity and fails to accurately reflect the film's quality.The marketing team misrepresents the film's genre, blurring the lines between action and drama and misleading viewers about the intended experience.Directorial Choices:
The director's attempt to portray criminality through the trailer and teaser creates an expectation of a gritty and realistic film. However, the actual execution falls short, leaving the audience dissatisfied.The film's portrayal of father-son relationships lacks depth and emotional resonance, failing to connect with viewers on a deeper level.Overall Impression:
Despite its box office success, ""ANIMAL"" fails to deliver on its promise. The unrealistic narrative, misleading marketing campaign, and questionable directorial choices create a film that is ultimately unsatisfying and forgettable.Additional Points:
The film's violence may be gratuitous and disturbing to certain viewers.The portrayal of women in the film can be seen as sexist and objectifying.The film lacks originality and feels derivative of other gangster films.It's important to note that critical reviews are subjective and reflect individual perspectives. While the film may not resonate with you, it may appeal to others. However, it's crucial to engage in critical analysis to identify the film's strengths and weaknesses, ultimately fostering a more informed understanding of cinema.""ANIMAL"": More Marketing Hype Than Movie Magic.",negative
5,Good in parts not whole,"Animal as a whole is a tiresome watch especially the second half is dragged unnecessarily. The main lead can do anything like taking gun to school, killing person openly in a packed conference without any police action. The action scenes are just good but the one with big machine is very lengthy. It's dragged with unwanted jokes on undies and song. 1 man fights with an entire army of people with an axe whereas his bodyguards sing song without doing anything.The second half is lengthy with unwanted scenes, lame jokes which does not add anything to the movie. The main villian is just hardly for 20 mins. The climax was good but villians bodyguard are killed easily in their home without any fight. It's ends with 1-1 fight with song and bodyguards just watching like usual. End credit scene was bloody good.",negative
1,Third Class Movie,"I can't believe there are people who write such scripts, actors who act this and people who like to watch it. Sadly we live in a sick world. Vomit inducing dialogues, actions and thought process. It feels like it has been written by an angry horny high-school boy. People who gleefully enjoyed this movie I wonder if you'd be so happy if this treatment happens to your mom or sister. No redeeming qualities in the movie whatsoever. No coherent storyline, sentimental music is being played in all the wrong places and when the main character is doing vile things. A hindi serial is less nonsensical than the second half of the movie. Waste of time, money, mental energy...3 and half hours of my life I will never get back.",negative
1,"Baseless story, No Logic",Got a headache after watching this movie. No logical binding of scenes. Need atleast 5 Hrs of meditation to detox effect of this movie.A team of villainb goons comes with gun and then second team with axe and another team with rifels or whatever. Couldn't able to understand if they have such advance weapons why they come with axe to fight. Funny thing is when a team of 100 villain goons fighting with axe Ranbir's team guys holding gun in hand are singing a Punjabi song 😂😂😂 they would have easily killed axe gang with guns.Bobby has the best dialogues in movie 😂 I saw people leaving movie in mid half.,negative
5,Not Animal enough in the first half,"I don't understand all the people complaining about the movie being misogynistic. I think the director made it clear that name of the movie was ""Animal"" and. Not ""Pussy Cat"", I would have been surprised if the Animal did not behave like an Animal. That being said, I felt the first half was not Animal enough and was too cheesy and corny and they could have avoided that. The second half lives up to its name and gets help from the arrival of the Villain who is also Animal like. I wish the first half was made with more heart. The end part were the sequel is teased is a big give away and it's clear who survives in that. I wish the director did not make it so obvious.",negative
8,Animal,"There is this character of Ranbir Kapoor, who appeared as an old man in the first scene. The year mentioned was 2056. Then we see him getting severely injured almost multiple times - literally requiring an heart transplantation to survive and also goes deaf. He still manages to survive at least till his 70s. We still don't know what he is yet to go through in the sequel Animal park. In fact, it was surprising how he managed to stay alive throughout the movie. The kind of a character he was, it wouldn't have been surprising had he gone through numerous assassination attempts time and again. His fighting style though was never explained. What kind of skills he possessed. From where did he learn them. What makes him easily handle dozens of men at a time. Those men, the henchmen of the antagonists would certainly be trained fighters.This is a masala entertainer and you won't be bored watching this movie despite it being 3 and the half hours long. The movie as a whole seems to have paid tribute to the Sikh empire who fought against the Afghans and also paid homage to the Maratha empire for a brief period.",positive
6,Mindless movie-Awesome Ranbir!,"Same mysogynistic saga that Venga displayed in his first venture. Alpha male, really??? Are we living in the days of hunter-gatherers or what??? Nonsense. Too violent and too illogical. If it wasnt for Ranbir, Id have given it a rating of 2 or 3. Ranbir is absolutely brilliant. His intensity just blows your mind away. When you think he has reached perfection, he delivers something that is even a notch higher than before. Must watch one time or may be two, just for Ranbir's out of the world performance. He has nailed it. None else could have make me watch this mindless slaughter hunt for 3.5hrs.",negative
1,"Don't go, Violence, Negativity, No Storyline... Just unnecessary time waste movie","I regret to say that the Animal movie failed to impress due to its excessive and unnecessary violence, lackluster dialogue, illogical monologues that added little to the plot, and an emphasis on sexual terms and activity that overshadowed any meaningful storytelling. Furthermore, depicting the Alpha male as a womanizer rather than a character with depth or purpose was disappointing and reinforced outdated stereotypes. Overall, this movie's focus on such aspects detracted from any potential enjoyment and left a sour viewing experience. They haven't used the Sikhs and even the word Papa... used like hell.",negative
9,"Sandeep Reddy Vanga saying once again ""I don't care""",Sandeep Reddy Vanga makes the movie he wants to make. Period. He is really lucky to be getting to do what he really wants to do without needing to pander to anyone and especially to critics or award seeking. I wish he keeps to get to do what he wants.I don't have any opinion of the movie neither good nor bad but I was absolutely fascinated exhilarated by what I saw. It turned all my expectations upside down and at the end of it all I definitely felt I watched something fresh new and never before seen.The movie will make you divided and uncomfortable but like me if you want to witness the art of cinema in different forms and not just award and critics approval seeking or mass money seeking then you will have your wish granted.,positive
10,This is the best movie ever made in Bollywood.,"Perfect Direction, Brilliant Father son story, Great acting, Phenomenal movie.. A Must watch movie.This type of movies should be promoted rather than those love stories made in Bollywood.Amazing songs sung by B praak, sonu nigam specially that papa meri jaan song absolutely brilliant lyrics it has.Great acting by ranbir kapoor till now, Action VFX is also amazing, Family love brothers everyone come together to defeat the enemy. Love should be in between mother and father rather than girlfriend wife.To summarise i would say and appeal to continue making these type of movies that show love between mother and father.",positive
3,Only BGM and looks. Hardly any story. SVR needs to work on story as well,"I wish the movie was as good as the trailer.Did advance booking with high hopes and excitement all because of the exceptional trailer but turned out to be a waste of time. There was not much shown between a father and son .The 1st half was still ok , but the 2nd half was a total waste of time. It deviates from the plot as if the Indian audience is fool and will consume whatever is being shown. Bobby Deol's intense presence was hardly 25 mins. Why ?SVR needs to rethink about the story as well.Only BGM and intense looks is not required in a movie. Please. Thanks for Arjan Valey song though.",negative
7,Overall a good movie,"The movie could have been shorter, and was at times a little to overdramatized. Main action scene was a little long, But it was a fun ride. It was quite good, and the performances was:Ranbir was awesome 🔥
Anil was great
Bobby was okey- I don't get all the hype. He looked good and was menacing but his screen time was beraly enough too live up too the hype.The Sikh cousins did a good job.Villains was good with what they had.The father & son angle was just great and so well acted in every scene by both. The mean animal character was just straight out cool, Bollywood has never shown us a movie or character this self destructive before.The main girl was the biggest minus
I can't bear her face nor acting. She has no talent and even the looks to back it up. And putting her in front of someone like Ranbir is a tuff one.But well everyone else did well.",positive
1,Worst movie ever,Successfully wasted four hours of my time. 100% pathetic time was too much violence stories is not proper. I don't know when the step and it starts when it ends whenever there is a scene. Whenever I think the movies is completing it's not God. It's better to go home and sleep or rather do something much useful than this.Successfully wasted four hours of my time. 100% pathetic time was too much violence stories is not proper. I don't know when the step and it starts when it ends whenever there is a scene. Whenever I think the movies is completing it's not God. It's better to go home and sleep or rather do something much useful than this.,negative
7,"Animal will have polarising views but, it's fresh and unique which is why the audiences are loving it.","Animal is brilliant but needs a team of psychiatrists to cure him.We've all read thoughts on Toxic Masculinity and Misogyny in many of the write ups about this movie. Those thoughts stay. I don't have any new perspective to add. So let's talk about what the audience could be vibing about this movie making it such a big blockbuster.The best part about Sandeep Reddy Vanga's story telling is he opens every scene with a surprise. He leads you into thinking of what's going to happen and takes you completely into a different space than what one could've thought about. He does this throughout the movie, with ease.Everything from the story line, music, action sequences, performances are brilliantly planned and executed. The relationship between father and son is beautiful and the climax makes up for all its faults.This can be counted at Ranbir Kapoor's best performance yet. He tears open the screen with his brilliance and ease, transforming from angry teenager to animal man. This role catapults him to the best Hindi cinema actor we have currently. Rashmika sounds like she's speaking with supari in her mouth. Anil Kapoor handles his role with stature and maturity. Bobby Deol delivers a career best performance in a role that's given him a very short screen presence.Strictly for 18+ viewing. The adult scenes are forced and seem unnatural. The Alpha male kicks in with no worthy social message. Also wish some uncomfortable scenes were edited.Addressing the question of logic, it can be acknowledged that this film, like many others, is inherently illogical.Animal will have polarising views but, it's fresh and unique which is why the audiences are loving it. Also, it's aesthetically appealing and enjoyable.Purely for theatrical viewing, may not be enjoyable at home, or worse, on the mobile.",positive
2,Worst film,"Worst film , people are watching for adult seen thats
all.its specially troubling when you know that these movies will appeal to already mysoginistic men and encourage further crime against women .spend 3.5 hours it is totally waste such a big big disappointing , embarrassing probably the worst movie I have ever seen big big shamePeople are not watching Sam Bahadur film which is the best film of this year and have been super direction great acting well made and inspiring story for our country youth at this moment
Vicky kaushal once again prove that he can play the army man role with full dignity.",negative
10,Typical Story with bold direction and acting,"Not for everyone..... Great direction
Great acting especially Ranbir Kapoor... And Anil Kapoor
Bobby deol ? : lord Bobby deol
Less time huge & memorable impact , specific entry of Bobby...... no one will forget his role. Right from the entry scene with dancing & jamming song intro to the starting of fight with Ranbir entering his house .He is lord Bobby truly.Also lord Bobby both wife comfortably did good job at talking to each other. Side characters had good job here especially reet, Varun and his wife.Direction was so goodMile stone set for Indian known directorNo one can dare like this before.A rollercoaster of emotions and violence not physical but mentally violence.....",positive
7,alpha beta ...pita,"Alpha beta
pyara pita
kabhi pita
kabhie pita
alpha son. Fatally in love with his father. Sometimes thrashed. Sometimes thrasher.The alpha male needs no introduction. He was, is and perhaps will be, reinvented to suit boot the times. Sometimes as an avatar, mostly as an animal.In the free fall jungle of a world. What will you do:
if your freedom is in danger?If you crave for some kind of love from your father, while you are devastatingly in love with him?If your sister is abused in the name of ragging?If the same sister is then married to be a door mat?If your father survives an assassination attack by an unknown enemy?The correct answers are delivered by ranvijay balbir aka ranbir kapoor aka animal.What happens in close encounters of the fatal kind is happening in the highly criticised, rarely praised film of the moment.If protecting your freedom and family by blood or by extension in an anarchy environment. Loving them madly. Be misogynistic. So be it.Yes in some frames women are abused. Given the situation, if you were in the protagonist/antagonist's shoes? Maybe you would do worse than make her lick yours, shoes i mean.Animal is dark cinema at its best. Boldly carried on ranbir's animal act. Being compared to cult films like silence of the lambs, kill bill and other tarantino epics of blood, gore and violence. Even if it is to show the film down, is but hidden praise. Everyone is rodgering animal. And yet everyone is seeing it. The roar is evident and is being heard at the bank.I liked the 200 minutes of animal. Could have been shorter but what the heck.As a friend said, go see at your own risk.",positive
4,Not worth it to watch in cinemas. Disappointed.,"Very hyped movie.Movie is not even close to whatever they have shown in the trailer.When I watched complete movie and related it to trailer it felt like, Movie director have included or stitched those trailer clips anyhow in the movie, movie story line was not at all proper, they failed to show what they actually wanted to show to the audience. Their main focus was to show love for his father, they completely failed in that. No where it felt 'ki yes he has that kida of love for his father' they completely failed in this.Movie makers also tried to show his character wild and cool, but usme bhi failed, it never felt like ki he has that Kabir Singh's actor(Shahid Kapoor) wala or close to wild or cool role, who didn't give a damn to anyone against his need and love.Makers also failed in showing love for his wife as well, nothing was proper all rubbish.Only thing I liked was Bobydeol role, how it started, but again they ended it abruptly and within 20mins.Really very very disappointed.Don't watch in cinema hall, only on phone and that also in 240p.",negative
